         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/api_def_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v2_utils.py:987(TableConfig)
       43    0.001    0.000    0.001    0.000 <frozen posixpath>:71(join)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/charset_normalizer/legacy.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_array_ops.py:1161(_split_on_axis)
       25    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:94(attrib)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/model_utils/export_output.py:1(<module>)
      112    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_compiler.py:467(_get_charset_prefix)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/base_parser.py:100(ParserBase)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/control_flow_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v3_checkpoint_adapter.py:156(TpuEmbeddingV3CheckpointAdapter)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/compile_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/recurrent.py:196(RNN)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/distributions/kullback_leibler.py:161(RegisterKL)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/lib/source_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/data_service_pb2.py:1(<module>)
       59    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/tokenize.py:433(_tokenize)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/compat/v1/user_ops/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/platform/self_check.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/mixed_precision/policy.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/advanced_activations.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/warnings.py:20(SetuptoolsWarning)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_system_metadata.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/arrays/datetimelike.py:193(DatetimeLikeArrayMixin)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/dtensor/python/tpu_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/preprocessing/feature_space.py:1(<module>)
       48    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:664(_is_type)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/msvc.py:1(<module>)
        5    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:1006(parse_template)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/compiler/mlir/quantization/tensorflow/calibrator/calibration_statistics_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/capture/capture_container.py:63(FunctionCaptures)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/jax/_src/cloud_tpu_init.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_math_ops.py:940(_make_nan_reduction)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/schedules/learning_rate_schedule.py:1(<module>)
       68    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/status_codes.py:116(doc)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/tensorflow/layer.py:9(TFLayer)
        4    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/extension_type.py:540(_tf_extension_type_fields)
      541    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/copyreg.py:12(pickle)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/region.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/ExifTags.py:305(GPS)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/legacy/preprocessing/image.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/linalg/_flinalg_py.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/init_ops_v2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_lower_triangular.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/tracking.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/experimental/loss_scale.py:297(DynamicLossScale)
       27    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/text_format.py:1535(NextToken)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/rnn/lstm.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/atomic_function.py:66(AtomicFunction)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/traceable_stack.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_distutils/_functools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/theme.py:1(<module>)
      350    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:206(_should_unflatten_callable_args)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/checkpoint/checkpoint_adapter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/dtypes/dtypes.py:915(PeriodDtype)
        4    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/email/message.py:591(get_content_type)
      521    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1706(__eq__)
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/textwrap.py:386(fill)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/linalg.py:1(<module>)
      182    0.001    0.000    0.001    0.000 {method 'setter' of 'property' objects}
     1297    0.001    0.000    0.001    0.000 {built-in method builtins.globals}
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/array_ops.py:2551(_tag_zeros_tensor)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/constants.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_zeros.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/highlighter.py:1(<module>)
       68    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1536(__mro_entries__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/dtensor/python/d_checkpoint.py:172(_DCheckpointRestoreCoordinator)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/jax/_src/cloud_tpu_init.py:39(cloud_tpu_init)
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pytz/lazy.py:84(__new__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/_hl/attrs.py:1(<module>)
      807    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_utils.py:224(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/packaging/requirements.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/xml/etree/ElementTree.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/functools.py:852(register)
       13    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/mixins.py:44(_numeric_methods)
       13    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_flag.py:348(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/_loop.py:1(<module>)
      166    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/re/_parser.py:963(fix_flags)
        5    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/optree/registry.py:69(register_pytree_node)
      115    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:1078(_add_method_dunders)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/io_ops.py:462(TextLineReader)
      261    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/compute.py:236(_make_generic_wrapper)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/computation/align.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/distributed_runtime/preemption/gen_check_preemption_op.py:1(<module>)
       12    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/enum.py:1505(__or__)
       25    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:2543(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/gen_filesystem_ops.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/_iotools.py:1(<module>)
      112    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:368(field)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/wrappers/framework.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:2613(<listcomp>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/unconnected_gradients.py:1(<module>)
      132    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/computation/expr.py:180(<genexpr>)
       44    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/getlimits.py:91(_float_to_float)
       99    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:1648(<genexpr>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_tridiag.py:1(<module>)
      136    0.001    0.000    0.001    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/object_identity.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/node_def_pb2.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/textwrap.py:361(fill)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/lite.py:1237(TFLiteConverterBaseV2)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ctypeslib.py:360(_get_scalar_type_map)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/serialization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/_distributor_init.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/jax/_src/cloud_tpu_init.py:21(maybe_import_libtpu)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/security/fuzzing/py/annotation_types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1311(__iter__)
      528    0.001    0.000    0.001    0.000 {method '_fastdict_insert' of 'fast_module_type.FastModuleType' objects}
        1    0.001    0.001    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/stata.py:828(StataMissingValue)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/tf_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/function_context.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/optional_ops.py:1(<module>)
        2    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/textwrap.py:347(wrap)
       11    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/typing_extensions.py:550(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ctypeslib.py:371(<dictcomp>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/_decorators.py:294(decorate)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/full_type_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/utils/generic_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1297(_recalculate)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/trainers/data_adapters/py_dataset_adapter.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_config/dates.py:1(<module>)
     1118    0.001    0.000    0.001    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_kronecker.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_householder.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:671(Dict)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_shape.py:747(TensorShape)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/PIL/_util.py:1(<module>)
       14    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:1032(add_order)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_toeplitz.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/cost_graph_pb2.py:1(<module>)
       79    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:1131(_determine_attrib_eq_order)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/serialized_attributes.py:1(<module>)
       16    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_type_aliases.py:58(bitname)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/multiprocessing/process.py:1(<module>)
       10    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/typing_extensions.py:665(__init_subclass__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/python_state.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/base_preprocessing_layer.py:40(PreprocessingLayer)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/optimize/calibrator.py:43(Calibrator)
      482    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/typing.py:2648(final)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/snapshot_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/excel/_xlrd.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/wrapt/importer.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/base.py:284(IndexOpsMixin)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1721(ClassMethod)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_inversion.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/_api/v2/__internal__/decorator/__init__.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/rnn/gru.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v3_checkpoint_adapter.py:55(EmbeddingReshardCallback)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/flatbuffers/encode.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/_typing/_nested_sequence.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/io_ops.py:605(IdentityReader)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/cpp_shape_inference_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/experimental/loss_scale.py:201(FixedLossScale)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/all_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/polymorphism/function_type.py:57(Parameter)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/proto_exports.py:1(<module>)
       13    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:8389(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/warm_starting_util.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/framework/graph_debug_info_pb2.py:1(<module>)
      438    0.001    0.000    0.001    0.000 {function FreezableDefaultDict.__missing__ at 0x78e8184e2ca0}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/optimizers/ftrl.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_permutation.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/termcolor/_types.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/regularization/gaussian_noise.py:1(<module>)
       33    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/type_spec_registry.py:35(register)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/terminal_theme.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_exceptions.py:1(<module>)
       83    0.001    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/enum.py:358(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pyarrow/filesystem.py:242(LocalFileSystem)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/chardet/enums.py:1(<module>)
      534    0.001    0.000    0.001    0.000 {method 'partition' of 'str' objects}
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/importlib/resources/_itertools.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/lookup_ops.py:967(IdTableWithHashBuckets)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/quantizers/quantizers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/activations/prelu.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/chebyshev.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/network_serialization.py:1(<module>)
       98    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/style.py:146(_make_color)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/linalg/linear_operator_composition.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/coordinator/metric_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/experimental/ops/unique.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/client/timeline.py:58(_ChromeTraceFormatter)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/pyct/error_utils.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/polynomial/hermite.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/rich/padding.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/compiler_ir.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tblib/cpython.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/optional_grad.py:1(<module>)
      112    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/dataclasses.py:449(_field_init)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/rnn/simple_rnn.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:53(Literal)
       34    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/generic.py:13095(make_doc)
       26    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_conversion_registry.py:42(register_tensor_conversion_function_internal)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/function/trace_type/default_types.py:388(NamedTuple)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/groupby/indexing.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/_pyio.py:1500(__init__)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/core/protobuf/service_config_pb2.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/dtensor/proto/layout_pb2.py:1(<module>)
       25    0.000    0.000    0.001    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/_make.py:2593(__setstate__)
