         2717892 function calls (2667351 primitive calls) in 12.839 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method fromhex}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/utils.py:254(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/metrics/hinge_metrics.py:8(Hinge)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/parsers/python_parser.py:1196(FixedWidthReader)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/tpu/tpu_embedding_v2.py:63(TPUEmbeddingVariable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/platform/benchmark.py:150(ParameterizedBenchmark)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/email/_header_value_parser.py:923(ValueTerminal)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/ps_values.py:834(LocalResourceRestoreContext)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/polymorphic_function.py:180(_FrequentTracingDetectorManager)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_argument_parser.py:153(is_outside_bounds)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/metrics/probabilistic_metrics.py:10(KLDivergence)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/utils/argument_validation.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/sharded_variable.py:46(Partitioner)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/defusedxml/common.py:18(DefusedXmlException)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/pooling/global_average_pooling2d.py:6(GlobalAveragePooling2D)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/packaging/_parser.py:27(Variable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ma/core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/util/tf_stack.py:67(StackTraceMapper)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_helpers.py:80(_ModuleObjectAndName)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/init_ops_v2.py:110(Zeros)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/multiprocessing/pool.py:837(IMapIterator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_matfuncs.py:206(ProductOperator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/constraints.py:221(RadialConstraint)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/google/protobuf/internal/decoder.py:332(_DoubleDecoder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numexpr/utils.py:210(CacheDict)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/core/config_lib.py:40(DoNotConvert)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/pyct/templates.py:104(ReplaceTransformer)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/base.py:123(CheckpointInitialValue)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/init_ops_v2.py:1069(_RandomGenerator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/sharded_variable.py:175(MaxSizePartitioner)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/_hl/base.py:386(KeysViewHDF5)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/_dill.py:329(PicklingWarning)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/IPython/core/interactiveshell.py:1255(user_global_ns)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/more_itertools/more.py:3795(countable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/dtypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_exceptions.py:98(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/dill/_dill.py:313(MetaCatchingDict)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/email/parser.py:17(__init__)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/config/_apply_pyprojecttoml.py:332(_some_attrgetter)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/readers.py:387(TFRecordDatasetV2)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/_utils/_inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pytz/__init__.py:372(_CountryNameDict)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/http/cookies.py:600(SimpleCookie)
        1    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/_decorators.py:408(Substitution)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/op_hint.py:665(_LiteFuncCall)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/email/_header_value_parser.py:933(EWWhiteSpaceTerminal)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/feature_column/feature_column.py:1997(_LazyBuilder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:336(SpatialDropout3D)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/partial_batch_padding_handler.py:26(PartialBatchPaddingHandler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/index_tricks.py:303(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/pooling.py:808(AveragePooling3D)
        5    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/_strptime.py:210(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/math_ops.py:239(_decorator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/api_export.py:33(keras_export)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/lib/profiling.py:61(AggregateProfile)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:3641(Min)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/test_util.py:2549(EagerSessionWarner)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/models.py:230(Request)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/metrics.py:2613(Hinge)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/coordinator/values.py:329(PerWorkerDatasetFromDataset)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_testing/__init__.py:848(SubclassedDataFrame)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/optimizer_v1.py:161(SGD)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/layer_serialization.py:166(IndexLookupLayerSavedModelSaver)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:4631(Size)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/email/_header_value_parser.py:634(DomainLiteral)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/constraints/constraints.py:80(MaxNorm)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/http/cookiejar.py:1982(MozillaCookieJar)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/dense_attention.py:356(AdditiveAttention)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/save_impl.py:340(LayerTracingContext)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/core.py:13(Map)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:1474(CountNonzero)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/callbacks.py:1588(BackupAndRestore)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/metrics.py:1076(FalseNegatives)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/core.py:1619(InstanceMethod)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/core/config_lib.py:23(Rule)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/legacy/saving/json_utils.py:17(Encoder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/wrappers/hooks.py:26(LocalCLIDebugHook)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/impl/api.py:145(StackTraceMapper)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/interchange/dataframe_protocol.py:111(CategoricalDescription)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/converters/slices.py:24(SliceTransformer)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/core/_exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/constants.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/tarfile.py:736(SpecialFileError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/sparse/linalg/_eigen/arpack/arpack.py:931(LuInv)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_distutils/command/bdist.py:25(ListCompat)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/pooling.py:197(AveragePooling1D)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/response.py:68(ContentDecoder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/summary/writer/event_file_writer.py:166(_EventLoggerThread)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/data_flow_ops.py:1321(ConditionalAccumulator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/ctypeslib.py:202(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/xml/sax/handler.py:22(ErrorHandler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/distribute_lib.py:3951(_DefaultDistributionStrategy)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/sharded_variable.py:83(FixedShardsPartitioner)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/coordinator/cluster_coordinator.py:105(ClosureAbortedError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/metrics.py:2807(Poisson)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/lib/debug_data.py:54(InconvertibleTensorProto)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/layers/pooling/global_max_pooling2d.py:6(GlobalMaxPooling2D)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/xml/etree/ElementTree.py:1105(_ListDataStream)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/device_util.py:120(_FakeOperation)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/extension.py:151(Library)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_validators_classes.py:127(MultiFlagsValidator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/jaraco/context.py:251(on_interrupt)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/scipy/_lib/_util.py:363(MapWrapper)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/convolutional.py:1687(SeparableConv)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/combinations.py:146(ClusterCombination)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/convert_to_constants.py:884(_FunctionConverterDataInEager)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/cffi/model.py:490(EnumType)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:439(Sampler)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/validators.py:346(__call__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/_base_connection.py:19(_ResponseOptions)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/ops.py:1816(RegisterStatistics)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/v1/input_lib.py:275(InputFunctionIterator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/image.py:79(RGBToHSV)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/importlib/metadata/__init__.py:884(legacy_normalize)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/flatbuffers/number_types.py:92(Int32Flags)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/linalg.py:9(Cholesky)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/pyct/transpiler.py:223(GenericTranspiler)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/saving/saving_lib.py:903(H5IOStore)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/lib/profiling.py:20(ProfileDatum)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/metrics.py:2772(LogCoshError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/lite/python/conversion_metadata_schema_py_generated.py:10(ModelType)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/internals/blocks.py:2297(DatetimeLikeBlock)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/arrays/base.py:2270(ExtensionArraySupportsAnyAll)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_process_lib.py:59(AbslForkServerProcess)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:1662(Cumsum)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/groupby/generic.py:122(NamedAgg)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/multi_process_runner.py:733(_Process)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/backend/common/variables.py:573(AutocastScope)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/metrics/f_score_metrics.py:250(F1Score)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/debug/cli/debugger_cli_common.py:35(CommandLineExit)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/combinations.py:126(DistributionCombination)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/legacy_tf_layers/variable_scope_shim.py:585(VariableScopeWrapperLayer)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/experimental/ops/readers.py:1155(SqlDatasetV2)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/indexes/accessors.py:153(ArrowTemporalProperties)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/saving/saved_model/json_utils.py:36(Encoder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/flags/_exceptions.py:78(UnrecognizedFlagError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/_config/config.py:81(DeprecatedOption)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/trackable/resource.py:233(TrackableResource)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/device_util.py:110(_FakeNodeDef)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/errors_impl.py:227(CancelledError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/absl/logging/__init__.py:1033(PythonFormatter)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/email/_header_value_parser.py:821(ContentType)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tblib/__init__.py:45(Code)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/client/timeline.py:45(StepStatsAnalysis)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/initializers/initializers_v2.py:846(HeUniform)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/runner.py:14(_WritelnDecorator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:171(All)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/h5py/_hl/base.py:422(ItemsViewHDF5)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:4573(Sin)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/unittest/loader.py:23(_FailedTest)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/cluster_resolver/kubernetes_cluster_resolver.py:23(KubernetesClusterResolver)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/numpy/lib/index_tricks.py:144(__init__)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/connection.py:698(_WrappedAndVerifiedSocket)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/profiler/profiler_v2.py:45(ProfilerOptions)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/tensor_shape.py:1520(_TensorShapeCodec)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/numpy_ops/np_utils.py:274(AliasOf)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/engine/training_generator_v1.py:542(GeneratorOrSequenceTrainingLoop)
        1    0.000    0.000    0.000    0.000 {method 'intersection' of 'set' objects}
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/combinations.py:418(in_main_process)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/saved_model/model_utils/mode_keys.py:38(EstimatorModeKeys)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/distribute/coordinator/values.py:377(PerWorkerDistributedIterator)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/readers.py:512(_FixedLengthRecordDataset)
        3    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/autograph/pyct/static_analysis/reaching_fndefs.py:35(_NodeState)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/polymorphic_function/concrete_function.py:1737(ConcreteFunctionGarbageCollector)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/requests/exceptions.py:12(RequestException)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/ops/dataset_ops.py:4847(_OptionsDataset)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/client/session.py:1486(_Callable)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/none_tensor.py:23(NoneTensor)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/_vendor/packaging/_parser.py:32(Value)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/keras/layers/convolutional.py:3218(Cropping3D)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/data/experimental/ops/prefetching_ops.py:88(_CopyToDeviceDataset)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/monitoring.py:311(BoolGaugeCell)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/groupby/indexing.py:288(GroupByNthSelector)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:3153(Log2)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/urllib3/response.py:76(DeflateDecoder)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/attr/exceptions.py:77(NotCallableError)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/training/supervisor.py:1024(SVSummaryThread)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/summary_ops_v2.py:72(_SummaryContextManager)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/io/formats/format.py:1843(Timedelta64Formatter)
        2    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/util/_decorators.py:100(deprecate_kwarg)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/eager/core.py:39(_NotOkStatusException)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/ops/summary_ops_v2.py:58(_SummaryState)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/pandas/core/tools/datetimes.py:108(YearMonthDayDict)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/setuptools/config/setupcfg.py:775(_DeprecatedConfig)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/keras/src/ops/numpy.py:4988(Tanh)
        1    0.000    0.000    0.000    0.000 /home/mgama1/anaconda3/lib/python3.11/site-packages/tensorflow/python/framework/type_spec.py:781(LegacyTypeSpecBatchEncoder)
